16,1.39228,0.160129,3.8e-05
16,1.30332,0.282505,3.5e-05
16,0.706803,0.197285,2.9e-05
16,1.27842,0.228851,3.1e-05
16,1.6712,0.214665,2.8e-05
16,1.7341,0.291155,2.7e-05
16,1.6007,0.255837,3.1e-05
16,1.04415,0.164301,3.2e-05
16,1.12932,0.160312,3.1e-05
16,1.50833,0.221953,2.5e-05
16,1.48892,0.251871,2.7e-05
16,1.08961,0.179452,3e-05
16,0.897502,0.148871,2.8e-05
16,0.745031,0.195971,3.6e-05
16,1.39219,0.161934,2.7e-05
16,1.55794,0.239144,3.1e-05
16,1.36003,0.208904,2.4e-05
16,0.994769,0.189232,3.1e-05
16,0.661582,0.126291,3.5e-05
16,0.685609,0.106946,2.8e-05
32,1.70906,0.149321,9.6e-05
32,1.14803,0.116054,9e-05
32,0.894245,0.0780501,9.8e-05
32,1.33193,0.13427,8.1e-05
32,0.89952,0.0747438,7.5e-05
32,0.92972,0.10847,8.4e-05
32,1.19446,0.130199,7.6e-05
32,1.23531,0.122098,8.2e-05
32,1.26025,0.0939151,9.6e-05
32,0.954971,0.0813131,8.8e-05
32,1.442,0.144991,9.1e-05
32,1.18787,0.129994,9.2e-05
32,1.19091,0.15465,8.7e-05
32,1.40645,0.112034,8.6e-05
32,1.15477,0.104191,9.8e-05
32,1.29801,0.199745,9.4e-05
32,1.32006,0.173454,8.9e-05
32,1.36011,0.180395,9.5e-05
32,0.875514,0.0785795,8.9e-05
32,1.39794,0.112448,9.2e-05
64,1.45402,0.112333,0.000278
64,1.36701,0.0663786,0.000265
64,1.08807,0.0937383,0.000289
64,1.41948,0.0810497,0.000266
64,1.12088,0.0605613,0.000283
64,1.15649,0.106845,0.000281
64,1.19469,0.0791576,0.000243
64,0.990695,0.050078,0.000253
64,1.27549,0.075831,9.7e-05
64,1.10836,0.0547991,0.000101
64,1.05274,0.063374,0.000107
64,1.47125,0.0812046,9.5e-05
64,1.06499,0.051694,9.4e-05
64,1.01677,0.0533478,0.000102
64,1.26202,0.0521704,8e-05
64,1.04822,0.0636888,7.8e-05
64,1.16044,0.0718099,7.7e-05
64,1.36287,0.106916,8.3e-05
64,1.12311,0.055609,8.1e-05
64,0.972581,0.0593863,7.6e-05
128,1.04197,0.0439465,0.000242
128,1.35798,0.0435203,0.000231
128,1.22687,0.0483492,0.000224
128,1.16384,0.0525907,0.00022
128,1.02804,0.0382989,0.000225
128,1.23869,0.02976,0.000214
128,1.28653,0.0541868,0.000223
128,1.24827,0.0338666,0.000213
128,1.18504,0.043533,0.000228
128,1.32153,0.0574264,0.000208
128,1.32043,0.0394353,0.000224
128,1.09465,0.0359787,0.000224
128,1.17409,0.0382934,0.000223
128,1.13619,0.0396467,0.000223
128,0.988691,0.0369178,0.000215
128,1.40576,0.041762,0.000219
128,1.12907,0.0646795,0.000219
128,1.28872,0.0378942,0.000235
128,1.36936,0.0404486,0.000215
128,1.22495,0.0355641,0.000228
256,1.13708,0.0210712,0.000585
256,1.23486,0.0258785,0.000593
256,1.07177,0.0249387,0.000586
256,1.19943,0.019059,0.000635
256,1.16239,0.0199413,0.000706
256,1.24862,0.0316863,0.000596
256,1.15624,0.0243341,0.000638
256,1.28158,0.0192638,0.000596
256,1.07598,0.0234614,0.000595
256,1.13152,0.0173853,0.000614
256,1.12256,0.0251517,0.000645
256,1.27266,0.0231828,0.000631
256,1.23139,0.0208835,0.000595
256,1.15603,0.0276417,0.000669
256,1.1503,0.048223,0.000615
256,1.20736,0.0209641,0.0006
256,1.26465,0.0226273,0.000606
256,1.15397,0.0220469,0.000596
256,1.32524,0.0167972,0.000632
256,1.14412,0.0212268,0.000606
512,1.17331,0.0101436,0.001923
512,1.22262,0.0144949,0.001881
512,1.11446,0.0138465,0.001911
512,1.10223,0.0140606,0.001939
512,1.16668,0.0139092,0.001928
512,1.22694,0.0112348,0.001926
512,1.20482,0.0140254,0.001899
512,1.16448,0.0130958,0.00194
512,1.31293,0.0159782,0.001897
512,1.24558,0.0136241,0.001909
512,1.19658,0.0155074,0.0019
512,1.1552,0.0119111,0.001923
512,1.25141,0.0128194,0.001891
512,1.11559,0.012512,0.001908
512,1.25238,0.0107632,0.001926
512,1.20484,0.0133483,0.001909
512,1.30869,0.0140195,0.00195
512,1.22116,0.0143644,0.001915
512,1.17082,0.0144645,0.001902
