512,1.20836,0.0164943,0.001855
1024,1.21805,0.00769916,0.007948
1024,1.16859,0.00670168,0.007806
1024,1.1409,0.00648299,0.007744
1024,1.2345,0.00628122,0.007682
1024,1.22808,0.00747767,0.007815
1024,1.21288,0.00760167,0.007679
1024,1.23478,0.00614942,0.007799
1024,1.22366,0.00718627,0.007653
1024,1.15723,0.00862956,0.007716
1024,1.13901,0.00842136,0.007677
1024,1.12718,0.00757214,0.007676
1024,1.20496,0.00626735,0.007825
1024,1.18591,0.00819147,0.007626
1024,1.26899,0.0096737,0.007652
1024,1.19206,0.00683475,0.007738
1024,1.18214,0.00966496,0.007712
1024,1.18444,0.00715248,0.007678
1024,1.22458,0.00905921,0.007775
1024,1.20474,0.0077257,0.007722
1024,1.15085,0.00597683,0.007697
2048,1.16036,0.00351624,0.034302
2048,1.1845,0.00421321,0.034061
2048,1.20932,0.00340698,0.034249
2048,1.23076,0.00431162,0.033923
2048,1.23005,0.00301557,0.033755
2048,1.27452,0.00539972,0.033997
2048,1.17366,0.00489799,0.034143
2048,1.16684,0.00381125,0.03367
2048,1.15969,0.00360554,0.033983
2048,1.21316,0.00364853,0.033886
2048,1.20128,0.00401605,0.033931
2048,1.22906,0.00471688,0.033985
2048,1.22903,0.00430614,0.034445
2048,1.20438,0.00379305,0.033738
2048,1.19503,0.00629566,0.033572
2048,1.16367,0.00396818,0.033891
2048,1.21116,0.00303245,0.033987
2048,1.19026,0.00389494,0.034057
2048,1.23419,0.0040386,0.034192
2048,1.20806,0.00368703,0.034222
4096,1.19604,0.00207003,0.148621
4096,1.20887,0.00200669,0.148418
4096,1.16959,0.00203096,0.152388
4096,1.19503,0.00203576,0.150053
4096,1.21024,0.00224124,0.150457
4096,1.23478,0.00211776,0.150138
4096,1.1915,0.00200003,0.152509
4096,1.18099,0.00192172,0.151663
4096,1.18167,0.00214595,0.150652
4096,1.20346,0.00204962,0.153758
4096,1.19467,0.00254013,0.152787
4096,1.20007,0.00222523,0.15256
4096,1.20916,0.00196037,0.152813
4096,1.17612,0.00183894,0.152728
4096,1.21848,0.00205683,0.153026
4096,1.22102,0.00188463,0.15279
4096,1.21752,0.00193547,0.152124
4096,1.19729,0.00181503,0.153051
4096,1.19827,0.00218032,0.153035
4096,1.20245,0.00211824,0.151907
8192,1.20165,0.00117414,0.666352
8192,1.21216,0.00106424,0.666435
8192,1.19048,0.00102138,0.664884
8192,1.20535,0.000999467,0.663156
8192,1.20176,0.00108606,0.665354
8192,1.18962,0.00142728,0.657506
8192,1.21735,0.00110901,0.652679
8192,1.20622,0.00115444,0.647896
8192,1.21377,0.00109654,0.645691
8192,1.20626,0.000893038,0.64241
8192,1.19475,0.000999344,0.641179
8192,1.20341,0.00107252,0.647531
8192,1.21013,0.00108083,0.646234
8192,1.22065,0.00138143,0.649624
8192,1.21121,0.00129928,0.648346
8192,1.2112,0.00116889,0.646015
8192,1.20692,0.00116042,0.652955
8192,1.20664,0.00150869,0.652948
8192,1.19562,0.00130453,0.653825
8192,1.199,0.00114801,0.654291
