2,0.723626,0.723626,1.2e-05
2,0.00457429,0.00457429,3e-06
2,0.553094,0.553094,3e-06
2,0.733008,0.733008,2e-06
2,0.915552,0.915552,3e-06
2,0.768982,0.768982,3e-06
2,0.396309,0.396309,3e-06
2,0.0803326,0.0803326,2e-06
2,0.889428,0.889428,3e-06
2,0.907372,0.907372,3e-06
2,0.84429,0.84429,2e-06
2,0.195588,0.195588,3e-06
2,0.827826,0.827826,3e-06
2,0.736831,0.736831,3e-06
2,0.440294,0.440294,3e-06
2,0.477047,0.477047,3e-06
2,0.229053,0.229053,3e-06
2,0.176959,0.176959,3e-06
2,0.555818,0.555818,2e-06
2,0.756478,0.756478,2e-06
3,0.77424,0.550233,5e-06
3,0.226196,0.168971,4e-06
3,0.386171,0.28988,4e-06
3,1.22855,0.741614,4e-06
3,1.09771,0.732254,3e-06
3,0.793705,0.549074,3e-06
3,1.10405,0.84773,3e-06
3,0.0883463,0.0719322,4e-06
3,0.74803,0.486338,3e-06
3,0.597688,0.371184,3e-06
3,0.768409,0.756442,3e-06
3,1.02016,0.627798,4e-06
3,0.916133,0.672503,4e-06
3,0.480702,0.415835,4e-06
3,0.753918,0.667121,3e-06
3,0.573338,0.568823,4e-06
3,0.494968,0.276263,4e-06
3,0.926742,0.723677,3e-06
3,0.7341,0.466395,3e-06
3,1.58161,0.911572,3e-06
4,0.975616,0.562527,6e-06
4,0.675295,0.260605,5e-06
4,1.43045,0.663604,6e-06
4,0.855447,0.520987,6e-06
4,0.958532,0.345693,4e-06
4,0.618307,0.288788,5e-06
4,0.930592,0.594411,4e-06
4,0.83882,0.399622,5e-06
4,1.29566,0.655401,5e-06
4,0.525859,0.412452,5e-06
4,0.943901,0.482474,5e-06
4,1.28294,0.638854,5e-06
4,1.38969,0.599164,4e-06
4,0.792594,0.561651,5e-06
4,0.386144,0.21848,4e-06
4,0.620165,0.471953,5e-06
4,0.302117,0.260702,5e-06
4,0.457454,0.284827,5e-06
4,0.682424,0.409743,4e-06
4,0.471899,0.257727,4e-06
5,0.747664,0.471387,6e-06
5,0.225141,0.0865284,6e-06
5,1.29289,0.556489,6e-06
5,1.978,0.770517,6e-06
5,1.26494,0.558128,6e-06
5,0.341593,0.163929,6e-06
5,1.58382,0.48696,6e-06
5,0.993725,0.415287,6e-06
